pcap,window_start,src,dst,flows_total,unique_dst_ports,syn_count,rst_count
connect_scan.pcap,1769364395.0,192.168.1.1,192.168.1.130,2,2,0,0
connect_scan.pcap,1769364395.0,192.168.1.107,213.87.178.162,1,1,0,0
connect_scan.pcap,1769364395.0,192.168.1.130,192.168.1.135,19,17,38,36
connect_scan.pcap,1769364395.0,192.168.1.130,34.117.41.85,1,1,0,0
connect_scan.pcap,1769364395.0,192.168.1.135,45.139.239.130,1,1,0,0
connect_scan.pcap,1769364395.0,192.168.1.135,77.12.29.149,1,1,0,0
connect_scan.pcap,1769364395.0,192.168.1.135,77.88.55.88,1,1,0,0
connect_scan.pcap,1769364395.0,192.168.1.135,79.174.56.116,1,1,0,0
connect_scan.pcap,1769364395.0,192.168.1.135,81.177.189.227,1,1,0,0
connect_scan.pcap,1769364395.0,192.168.1.135,85.174.183.9,1,1,0,0
connect_scan.pcap,1769364395.0,192.168.1.135,87.250.251.119,1,1,0,0
connect_scan.pcap,1769364395.0,192.168.1.135,89.250.166.152,1,1,0,0
connect_scan.pcap,1769364395.0,192.168.1.135,94.31.108.233,1,1,0,0
connect_scan.pcap,1769364400.0,192.168.1.130,192.168.1.135,26,26,52,51
connect_scan.pcap,1769364400.0,192.168.1.130,94.131.14.39,1,1,0,0
connect_scan.pcap,1769364400.0,192.168.1.135,37.214.69.47,1,1,0,0
connect_scan.pcap,1769364400.0,192.168.1.135,45.139.239.54,1,1,0,0
connect_scan.pcap,1769364400.0,192.168.1.135,78.111.153.153,1,1,0,0
connect_scan.pcap,1769364405.0,192.168.1.1,239.255.255.250,1,1,0,0
connect_scan.pcap,1769364405.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364405.0,192.168.1.135,194.32.87.132,1,1,0,0
connect_scan.pcap,1769364405.0,192.168.1.135,45.138.0.2,1,1,0,0
connect_scan.pcap,1769364405.0,192.168.1.135,82.145.216.58,1,1,0,0
connect_scan.pcap,1769364405.0,192.168.1.135,87.250.251.15,1,1,0,0
connect_scan.pcap,1769364410.0,142.250.74.110,192.168.1.135,1,1,0,0
connect_scan.pcap,1769364410.0,162.55.243.89,192.168.1.135,1,1,0,0
connect_scan.pcap,1769364410.0,192.168.1.107,90.156.232.26,1,1,0,1
connect_scan.pcap,1769364410.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364415.0,192.168.1.1,224.0.0.187,1,1,0,0
connect_scan.pcap,1769364415.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364420.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364420.0,192.168.1.135,72.145.35.103,1,1,2,0
connect_scan.pcap,1769364425.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364430.0,185.26.182.118,192.168.1.135,1,1,0,1
connect_scan.pcap,1769364430.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364430.0,192.168.1.135,87.250.250.119,1,1,0,0
connect_scan.pcap,1769364430.0,192.168.1.135,87.250.251.119,1,1,0,0
connect_scan.pcap,1769364435.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364435.0,192.168.1.135,213.180.204.91,1,1,0,0
connect_scan.pcap,1769364435.0,192.168.1.135,4.207.247.139,1,1,0,0
connect_scan.pcap,1769364435.0,192.168.1.135,72.145.35.112,1,1,0,1
connect_scan.pcap,1769364435.0,192.168.1.135,77.88.55.88,1,1,0,0
connect_scan.pcap,1769364435.0,192.168.1.135,87.250.251.119,2,1,0,0
connect_scan.pcap,1769364435.0,192.168.1.135,93.158.134.90,1,1,0,0
connect_scan.pcap,1769364435.0,192.168.1.135,93.158.134.91,1,1,0,0
connect_scan.pcap,1769364440.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364440.0,192.168.1.135,77.88.55.88,1,1,0,0
connect_scan.pcap,1769364440.0,192.168.1.135,87.250.251.119,1,1,0,0
connect_scan.pcap,1769364445.0,149.154.167.41,192.168.1.126,1,1,0,0
connect_scan.pcap,1769364445.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364450.0,192.168.1.130,192.168.1.135,17,15,34,34
connect_scan.pcap,1769364450.0,192.168.1.135,45.138.0.2,1,1,0,0
connect_scan.pcap,1769364450.0,192.168.1.135,82.145.216.58,1,1,0,1
connect_scan.pcap,1769364450.0,192.168.1.135,87.250.251.15,1,1,0,0
connect_scan.pcap,1769364455.0,185.26.182.118,192.168.1.135,1,1,2,0
connect_scan.pcap,1769364455.0,192.168.1.130,192.168.1.135,25,23,48,48
connect_scan.pcap,1769364460.0,192.168.1.130,192.168.1.135,20,17,37,37
connect_scan.pcap,1769364465.0,162.55.243.89,192.168.1.135,1,1,0,0
connect_scan.pcap,1769364465.0,192.168.1.130,192.168.1.135,22,19,41,41
connect_scan.pcap,1769364465.0,192.168.1.135,239.255.255.250,1,1,0,0
connect_scan.pcap,1769364470.0,108.157.229.76,192.168.1.63,1,1,2,2
connect_scan.pcap,1769364470.0,157.240.205.1,192.168.1.63,1,1,2,7
connect_scan.pcap,1769364470.0,157.240.205.174,192.168.1.63,5,5,4,0
connect_scan.pcap,1769364470.0,17.57.146.135,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364470.0,192.168.1.1,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364470.0,192.168.1.130,192.168.1.135,24,24,48,48
connect_scan.pcap,1769364470.0,192.168.1.63,224.0.0.251,1,1,0,0
connect_scan.pcap,1769364470.0,192.168.1.63,31.13.72.174,1,1,0,0
connect_scan.pcap,1769364470.0,192.168.1.63,45.139.239.56,1,1,2,2
connect_scan.pcap,1769364470.0,192.168.1.63,57.144.110.34,2,1,3,0
connect_scan.pcap,1769364470.0,192.168.1.63,57.144.222.141,1,1,0,0
connect_scan.pcap,1769364470.0,192.168.1.63,57.144.68.144,1,1,2,0
connect_scan.pcap,1769364470.0,192.168.1.63,57.144.68.196,2,1,2,0
connect_scan.pcap,1769364470.0,192.168.1.63,98.88.187.152,1,1,2,1
connect_scan.pcap,1769364470.0,192.168.1.63,98.90.218.12,1,1,2,1
connect_scan.pcap,1769364475.0,109.238.90.58,192.168.1.63,1,1,2,1
connect_scan.pcap,1769364475.0,157.240.205.1,192.168.1.63,4,4,4,18
connect_scan.pcap,1769364475.0,157.240.205.21,192.168.1.63,1,1,2,2
connect_scan.pcap,1769364475.0,157.240.205.35,192.168.1.63,2,2,2,9
connect_scan.pcap,1769364475.0,157.240.205.63,192.168.1.63,19,19,38,0
connect_scan.pcap,1769364475.0,17.253.39.135,192.168.1.63,1,1,2,0
connect_scan.pcap,1769364475.0,17.253.39.141,192.168.1.63,1,1,2,0
connect_scan.pcap,1769364475.0,17.57.12.16,192.168.1.63,5,5,10,6
connect_scan.pcap,1769364475.0,17.57.12.243,192.168.1.63,1,1,2,2
connect_scan.pcap,1769364475.0,17.57.146.54,192.168.1.130,1,1,0,0
connect_scan.pcap,1769364475.0,172.253.130.95,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364475.0,192.168.1.1,224.0.0.187,1,1,0,0
connect_scan.pcap,1769364475.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364475.0,192.168.1.135,45.139.239.54,1,1,2,2
connect_scan.pcap,1769364475.0,192.168.1.135,87.250.250.119,1,1,0,0
connect_scan.pcap,1769364475.0,192.168.1.135,87.250.251.119,1,1,0,0
connect_scan.pcap,1769364475.0,192.168.1.63,216.239.34.223,1,1,0,0
connect_scan.pcap,1769364475.0,192.168.1.63,216.239.36.223,2,1,2,0
connect_scan.pcap,1769364475.0,192.168.1.63,217.20.156.179,1,1,2,1
connect_scan.pcap,1769364475.0,192.168.1.63,45.139.239.56,1,1,2,2
connect_scan.pcap,1769364475.0,192.168.1.63,57.144.110.1,1,1,0,0
connect_scan.pcap,1769364475.0,192.168.1.63,57.144.110.141,2,1,0,0
connect_scan.pcap,1769364475.0,192.168.1.63,57.144.110.34,2,1,2,3
connect_scan.pcap,1769364475.0,192.168.1.63,57.144.120.145,1,1,0,0
connect_scan.pcap,1769364475.0,192.168.1.63,57.144.120.192,2,1,2,2
connect_scan.pcap,1769364475.0,192.168.1.63,64.233.162.95,2,1,2,1
connect_scan.pcap,1769364475.0,192.168.1.63,65.9.60.118,1,1,2,1
connect_scan.pcap,1769364475.0,192.168.1.63,87.229.142.98,4,1,6,4
connect_scan.pcap,1769364475.0,192.168.1.63,90.156.232.26,2,1,5,4
connect_scan.pcap,1769364475.0,192.168.1.63,95.163.56.199,1,1,2,1
connect_scan.pcap,1769364480.0,151.101.3.6,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364480.0,157.240.205.1,192.168.1.63,10,10,10,45
connect_scan.pcap,1769364480.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364480.0,192.168.1.135,213.180.204.91,1,1,0,0
connect_scan.pcap,1769364480.0,192.168.1.135,77.88.55.88,1,1,0,0
connect_scan.pcap,1769364480.0,192.168.1.135,87.250.251.119,1,1,0,0
connect_scan.pcap,1769364480.0,192.168.1.135,93.158.134.90,1,1,0,0
connect_scan.pcap,1769364480.0,192.168.1.135,93.158.134.91,1,1,0,0
connect_scan.pcap,1769364480.0,192.168.1.63,23.197.160.214,2,1,4,0
connect_scan.pcap,1769364480.0,192.168.1.63,57.144.110.1,1,1,2,0
connect_scan.pcap,1769364480.0,192.168.1.63,57.144.110.141,5,1,0,0
connect_scan.pcap,1769364480.0,192.168.1.63,87.229.142.98,3,1,7,0
connect_scan.pcap,1769364485.0,151.101.3.6,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364485.0,157.240.205.1,192.168.1.63,8,8,8,36
connect_scan.pcap,1769364485.0,157.240.205.63,192.168.1.63,1,1,2,2
connect_scan.pcap,1769364485.0,173.194.221.113,192.168.1.63,2,2,0,0
connect_scan.pcap,1769364485.0,192.168.1.1,192.168.1.255,2,2,0,0
connect_scan.pcap,1769364485.0,192.168.1.130,192.168.1.135,24,24,48,48
connect_scan.pcap,1769364485.0,192.168.1.135,77.88.55.88,1,1,0,0
connect_scan.pcap,1769364485.0,192.168.1.135,87.250.251.119,2,1,0,0
connect_scan.pcap,1769364485.0,192.168.1.63,31.13.72.53,1,1,0,0
connect_scan.pcap,1769364485.0,192.168.1.63,45.139.239.56,1,1,2,0
connect_scan.pcap,1769364485.0,192.168.1.63,57.144.110.141,6,1,4,7
connect_scan.pcap,1769364485.0,192.168.1.63,95.161.252.16,1,1,2,3
connect_scan.pcap,1769364490.0,157.240.205.1,192.168.1.63,5,5,6,25
connect_scan.pcap,1769364490.0,192.168.1.130,192.168.1.135,25,20,50,50
connect_scan.pcap,1769364490.0,192.168.1.63,199.232.173.155,2,1,4,0
connect_scan.pcap,1769364490.0,192.168.1.63,31.13.72.8,1,1,0,0
connect_scan.pcap,1769364490.0,192.168.1.63,57.144.110.141,3,1,2,3
connect_scan.pcap,1769364495.0,120.53.236.25,192.168.1.126,1,1,0,0
connect_scan.pcap,1769364495.0,142.251.1.188,192.168.1.126,1,1,0,0
connect_scan.pcap,1769364495.0,149.154.167.41,192.168.1.126,1,1,2,0
connect_scan.pcap,1769364495.0,157.240.205.1,192.168.1.63,2,2,2,9
connect_scan.pcap,1769364495.0,157.240.205.61,192.168.1.126,1,1,2,0
connect_scan.pcap,1769364495.0,192.168.1.1,192.168.1.126,1,1,0,0
connect_scan.pcap,1769364495.0,192.168.1.130,192.168.1.135,17,17,34,34
connect_scan.pcap,1769364495.0,192.168.1.135,45.138.0.2,1,1,0,0
connect_scan.pcap,1769364495.0,192.168.1.135,87.250.251.15,1,1,0,0
connect_scan.pcap,1769364495.0,192.168.1.63,57.144.110.141,2,1,2,3
connect_scan.pcap,1769364500.0,157.240.205.1,192.168.1.63,4,4,4,11
connect_scan.pcap,1769364500.0,192.168.1.130,192.168.1.135,22,19,41,41
connect_scan.pcap,1769364500.0,192.168.1.63,57.144.110.141,1,1,0,0
connect_scan.pcap,1769364500.0,192.168.1.63,64.233.164.94,1,1,0,0
connect_scan.pcap,1769364505.0,17.253.39.141,192.168.1.63,1,1,0,3
connect_scan.pcap,1769364505.0,192.168.1.130,192.168.1.135,21,15,42,42
connect_scan.pcap,1769364510.0,157.240.205.63,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364510.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364510.0,192.168.1.63,23.197.160.214,2,1,0,6
connect_scan.pcap,1769364510.0,192.168.1.63,57.144.110.34,1,1,0,1
connect_scan.pcap,1769364510.0,192.168.1.63,87.229.142.98,3,1,4,0
connect_scan.pcap,1769364515.0,162.55.243.89,192.168.1.135,1,1,0,0
connect_scan.pcap,1769364515.0,17.253.38.35,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364515.0,17.253.52.125,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364515.0,185.191.124.203,192.168.1.135,1,1,2,0
connect_scan.pcap,1769364515.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364520.0,157.240.205.1,192.168.1.63,2,2,2,6
connect_scan.pcap,1769364520.0,157.240.205.63,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364520.0,192.168.1.130,192.168.1.135,18,15,33,33
connect_scan.pcap,1769364520.0,192.168.1.135,192.168.178.71,1,1,0,0
connect_scan.pcap,1769364520.0,192.168.1.135,74.125.250.129,1,1,0,0
connect_scan.pcap,1769364520.0,192.168.1.135,79.218.249.166,1,1,0,0
connect_scan.pcap,1769364520.0,192.168.1.135,87.250.250.119,1,1,0,0
connect_scan.pcap,1769364520.0,192.168.1.135,87.250.251.119,1,1,0,0
connect_scan.pcap,1769364520.0,192.168.1.135,89.38.99.213,1,1,0,0
connect_scan.pcap,1769364525.0,192.168.1.130,192.168.1.135,25,22,47,46
connect_scan.pcap,1769364525.0,192.168.1.135,213.180.204.91,1,1,0,0
connect_scan.pcap,1769364525.0,192.168.1.135,87.250.251.119,1,1,0,0
connect_scan.pcap,1769364525.0,192.168.1.135,93.158.134.90,1,1,0,0
connect_scan.pcap,1769364525.0,192.168.1.135,93.158.134.91,1,1,0,0
connect_scan.pcap,1769364530.0,192.168.1.130,192.168.1.135,22,22,44,44
connect_scan.pcap,1769364530.0,192.168.1.135,77.88.55.88,2,1,0,0
connect_scan.pcap,1769364530.0,192.168.1.135,87.250.251.119,2,1,0,0
connect_scan.pcap,1769364535.0,185.26.182.118,192.168.1.135,1,1,0,0
connect_scan.pcap,1769364535.0,192.168.1.1,224.0.0.187,1,1,0,0
connect_scan.pcap,1769364535.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364540.0,157.240.205.63,192.168.1.63,9,9,0,8
connect_scan.pcap,1769364540.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364540.0,192.168.1.135,45.138.0.2,1,1,0,0
connect_scan.pcap,1769364540.0,192.168.1.135,87.250.251.15,1,1,0,0
connect_scan.pcap,1769364545.0,157.240.205.63,192.168.1.63,8,8,0,9
connect_scan.pcap,1769364545.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364545.0,192.168.1.63,57.144.110.1,1,1,0,3
connect_scan.pcap,1769364550.0,157.240.205.1,192.168.1.63,2,2,2,0
connect_scan.pcap,1769364550.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364550.0,192.168.1.135,72.145.35.103,1,1,0,1
connect_scan.pcap,1769364550.0,192.168.1.63,45.139.239.56,1,1,0,0
connect_scan.pcap,1769364550.0,192.168.1.63,87.229.142.98,1,1,0,0
connect_scan.pcap,1769364555.0,157.240.205.63,192.168.1.63,3,3,0,3
connect_scan.pcap,1769364555.0,17.57.146.135,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364555.0,192.168.1.1,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364555.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364555.0,192.168.1.135,192.168.1.255,1,1,0,0
connect_scan.pcap,1769364555.0,192.168.1.63,87.229.142.98,1,1,0,1
connect_scan.pcap,1769364560.0,157.240.205.1,192.168.1.63,8,8,8,4
connect_scan.pcap,1769364560.0,157.240.205.63,192.168.1.63,1,1,0,1
connect_scan.pcap,1769364560.0,192.168.1.107,213.87.178.162,1,1,0,0
connect_scan.pcap,1769364560.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364560.0,192.168.1.63,199.232.173.155,2,1,0,2
connect_scan.pcap,1769364560.0,192.168.1.63,57.144.110.141,4,1,0,0
connect_scan.pcap,1769364565.0,157.240.205.1,192.168.1.63,2,2,2,1
connect_scan.pcap,1769364565.0,157.240.205.63,192.168.1.63,1,1,2,2
connect_scan.pcap,1769364565.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364565.0,192.168.1.135,87.250.250.119,1,1,0,0
connect_scan.pcap,1769364565.0,192.168.1.135,87.250.251.119,1,1,0,0
connect_scan.pcap,1769364565.0,192.168.1.63,57.144.110.141,4,1,6,11
connect_scan.pcap,1769364570.0,157.240.205.1,192.168.1.63,2,2,2,1
connect_scan.pcap,1769364570.0,162.55.243.89,192.168.1.135,1,1,0,0
connect_scan.pcap,1769364570.0,192.168.1.107,57.144.222.141,1,1,0,0
connect_scan.pcap,1769364570.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364570.0,192.168.1.135,213.180.204.91,1,1,0,0
connect_scan.pcap,1769364570.0,192.168.1.135,87.250.251.119,1,1,0,0
connect_scan.pcap,1769364570.0,192.168.1.135,93.158.134.90,1,1,0,0
connect_scan.pcap,1769364570.0,192.168.1.135,93.158.134.91,1,1,0,0
connect_scan.pcap,1769364570.0,192.168.1.63,57.144.110.141,1,1,0,0
connect_scan.pcap,1769364575.0,157.240.205.63,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364575.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364575.0,192.168.1.135,77.88.55.88,2,1,0,0
connect_scan.pcap,1769364575.0,192.168.1.135,87.250.251.119,2,1,0,0
connect_scan.pcap,1769364575.0,192.168.1.63,57.144.68.144,1,1,0,1
connect_scan.pcap,1769364575.0,192.168.1.63,57.144.68.196,1,1,0,2
connect_scan.pcap,1769364575.0,192.168.1.63,87.229.142.98,4,1,0,5
connect_scan.pcap,1769364580.0,157.240.205.1,192.168.1.63,2,2,2,0
connect_scan.pcap,1769364580.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364580.0,192.168.1.63,87.229.142.98,1,1,0,0
connect_scan.pcap,1769364585.0,157.240.205.63,192.168.1.63,1,1,0,0
connect_scan.pcap,1769364585.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364585.0,192.168.1.135,239.255.255.250,1,1,0,0
connect_scan.pcap,1769364585.0,192.168.1.135,45.138.0.2,1,1,0,0
connect_scan.pcap,1769364585.0,192.168.1.135,87.250.251.15,1,1,0,0
connect_scan.pcap,1769364590.0,185.191.124.203,192.168.1.135,1,1,0,1
connect_scan.pcap,1769364590.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364590.0,192.168.1.63,224.0.0.251,1,1,0,0
connect_scan.pcap,1769364595.0,149.154.167.50,192.168.1.107,2,2,6,2
connect_scan.pcap,1769364595.0,192.168.1.1,192.168.1.107,1,1,0,0
connect_scan.pcap,1769364595.0,192.168.1.1,224.0.0.187,1,1,0,0
connect_scan.pcap,1769364595.0,192.168.1.107,64.233.162.188,1,1,0,0
connect_scan.pcap,1769364595.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364595.0,192.168.1.63,45.139.239.56,1,1,0,2
connect_scan.pcap,1769364600.0,142.250.145.113,192.168.1.107,2,2,2,0
connect_scan.pcap,1769364600.0,149.154.167.50,192.168.1.107,1,1,2,0
connect_scan.pcap,1769364600.0,185.26.182.118,192.168.1.135,1,1,0,1
connect_scan.pcap,1769364600.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364605.0,192.168.1.1,192.168.1.255,2,2,0,0
connect_scan.pcap,1769364605.0,192.168.1.107,216.239.32.223,1,1,2,0
connect_scan.pcap,1769364605.0,192.168.1.130,192.168.1.135,25,25,50,50
connect_scan.pcap,1769364610.0,120.53.236.25,192.168.1.126,1,1,0,0
connect_scan.pcap,1769364610.0,157.240.205.61,192.168.1.126,1,1,1,0
connect_scan.pcap,1769364610.0,192.168.1.130,192.168.1.135,11,11,21,21
connect_scan.pcap,1769364610.0,192.168.1.135,87.250.250.119,1,1,0,0
connect_scan.pcap,1769364610.0,192.168.1.135,87.250.251.119,1,1,0,0
sweep_scan.pcap,1769364960.0,192.168.1.1,192.168.1.130,2,2,0,0
sweep_scan.pcap,1769364960.0,192.168.1.135,45.139.239.130,1,1,0,0
sweep_scan.pcap,1769364960.0,192.168.1.135,45.139.239.54,1,1,0,0
sweep_scan.pcap,1769364960.0,192.168.1.135,74.125.250.129,1,1,0,0
sweep_scan.pcap,1769364960.0,192.168.1.135,89.38.99.213,1,1,0,0
sweep_scan.pcap,1769364965.0,149.154.167.41,192.168.1.126,1,1,2,0
sweep_scan.pcap,1769364965.0,176.59.209.168,192.168.1.135,1,1,0,0
sweep_scan.pcap,1769364965.0,192.168.1.1,192.168.1.130,5,1,9,5
sweep_scan.pcap,1769364965.0,192.168.1.130,192.168.1.135,5,5,6,5
sweep_scan.pcap,1769364965.0,192.168.1.130,94.131.14.39,1,1,0,0
sweep_scan.pcap,1769364965.0,192.168.1.135,94.31.108.233,1,1,0,0
